STATE,COUNTY,Cardiovascular diseases,Chronic respiratory diseases,HIV/AIDS and tuberculosis,Nutritional deficiencies,Age, Civilian_labor_force_2010 , Employed_2010 , Unemployed_2010 ,Unemployment_rate_2010,Crime_rate,Total; Estimate;,Median income (dollars); Estimate
Colorado,Jefferson,200.8554607,60.63398118,2.08770187,1.299934009,79.8491875,"304,252","278,790","25,462",8.4,6000.265647,216560,63826
Colorado,Larimer,199.8950167,47.53506155,0.601373247,1.736021424,81.46978688,"170,001","157,025","12,976",7.6,5672.329206,117812,54154
Colorado,Mesa,235.507792,73.47146746,0.924570059,2.044784786,78.88550652,"76,113","67,776","8,337",11.0,5754.203335,57311,46231
Colorado,Pueblo,234.95828230000004,79.22437083,1.3995651880000002,1.946359352,77.53085704,"74,396","66,667","7,729",10.4,9592.425643,62686,38326
Colorado,Weld,200.8554607,60.63398118,2.08770187,1.299934009,79.8491875,"131,910","119,796","12,114",9.2,5044.357293,89056,51956
Connecticut,Fairfield,209.4911244,34.41363632,2.545771679,0.951368715,81.55184661,"474,545","434,720","39,825",8.4,4132.684432,329091,74831
Connecticut,Hartford,229.0118618,42.01503154,4.263122173,0.973372053,80.06563894,"478,126","432,899","45,227",9.5,5923.560956,351483,60041
Connecticut,Litchfield,226.1438541,50.86708937,1.035297271,1.007465557,80.68994759,"108,368","98,908","9,460",8.7,4031.720026,76398,66307
Connecticut,Middlesex,206.3369297,43.91534573,1.302071741,0.718132928,80.77584227,"93,110","85,758","7,352",7.9,4735.091338,66333,69566
Connecticut,New Haven,220.6507256,43.47310425,3.851448074,0.880615732,79.79294395,"462,196","416,034","46,162",10.0,6944.971584000001,329595,57056
Connecticut,New London,217.7012174,53.3734733,1.90208052,0.626361552,80.25609199,"144,548","131,697","12,851",8.9,5307.949962,106808,62349
Connecticut,Tolland,229.095161,46.56471759,1.179908657,1.062528159,81.18750947,"86,139","79,397","6,742",7.8,3952.996588,54345,75626
Connecticut,Windham,257.4123353,62.1020072,1.98459613,0.727891953,78.8668415,"64,682","58,039","6,643",10.3,4175.443524,44756,60026
Delaware,Kent,290.8728285,61.55785369,4.133240585,1.193267261,77.34216499,"72,689","66,228","6,461",8.9,8060.5015090000015,54896,54617
Delaware,New Castle,246.9188139,50.09618203,6.187163337,1.118518047,78.48791838,"271,492","249,065","22,427",8.3,8294.473879000001,199840,59959
Delaware,Sussex,248.1788394,51.46867682,2.7669397460000003,1.554794171,78.46238852,"90,239","82,577","7,662",8.5,8079.332471,74029,49006
Florida,Alachua,219.5847905,52.03535007,5.428887802,1.276271819,78.27019236,"128,370","118,072","10,298",8.0,8759.301887,93820,40358
Florida,Bay,279.7917837,77.3497821,3.976560441,1.5948028669999998,76.66779207,"86,072","77,054","9,018",10.5,9977.376638,63654,44881
Florida,Brevard,232.5379007,54.56594753,3.263974507,0.6293401270000001,78.55225027,"265,643","235,757","29,886",11.3,7501.067401,221945,46262
Florida,Broward,250.4671971,41.3868593,10.83854126,0.401020903,79.23043390000002,"936,563","841,473","95,090",10.2,8701.959766,658025,48063
Florida,Charlotte,199.3342664,45.59193655,2.121778739,0.481832069,80.21669818,"66,293","57,846","8,447",12.7,5732.663240999998,69176,42031
Florida,Citrus,275.7588724,66.72757101,2.15239929,0.5219020320000001,77.19581459,"52,847","45,594","7,253",13.7,5563.029256,60229,35459
Florida,Clay,263.0455213,72.91583624,1.996048982,1.318785446,77.93436423,"95,867","86,356","9,511",9.9,5475.597936,65889,58263
Florida,Collier,151.0838667,32.54143831,2.94295591,0.44002721,82.55102625,"145,349","128,427","16,922",11.6,4210.313511,118258,52730
Florida,Columbia,288.6326022,86.94932475,5.4128585939999985,1.885129372,75.23938747,"28,788","25,669","3,119",10.8,7193.733248000001,25705,32488
Florida,Duval,287.2371845,63.90003729,8.090693401000001,2.205538545,76.31429150000002,"454,798","403,171","51,627",11.4,10662.03227,326339,46078
Florida,Escambia,293.4764991,69.36975986,6.623292608,1.216030643,76.17130701,"139,913","125,755","14,158",10.1,10406.59367,110306,41483
Florida,Flagler,193.1962019,43.05755233,3.279190344,1.271144431,79.56687687,"41,338","36,208","5,130",12.4,5180.989801,35218,43993
Florida,Hernando,254.6012204,59.34060938,3.153361658,0.551971234,77.41619935,"66,470","57,464","9,006",13.5,6328.930767,70035,37459
Florida,Highlands,217.9570709,59.95957812,4.108296214,0.604539917,78.79400318,"37,247","32,587","4,660",12.5,5894.559958,39675,34561
Florida,Hillsborough,251.9045767,54.09157884,6.198953413,1.178538455,78.20426003,"645,687","576,400","69,287",10.7,6935.909263,460605,46117
Florida,Indian River,198.0596679,39.26794548,3.1703335260000003,0.508210064,80.07747241,"61,384","52,848","8,536",13.9,6810.212420999998,53151,47335
Florida,Lake,228.362427,45.20307548,3.432375205,0.8095600159999999,78.88499182,"134,021","118,246","15,775",11.8,5650.189192,115635,42033
Florida,Lee,195.634795,41.41853798,3.686779799,0.525626873,80.29824289,"283,236","247,790","35,446",12.5,6003.516745,233693,43936
Florida,Leon,234.4801576,50.61812468,5.459159314,1.204821273,79.00168809,"149,972","138,074","11,898",7.9,9518.053483,108439,41694
Florida,Manatee,228.0475689,41.01150346,3.835621795,0.462069423,79.91166762,"147,572","130,750","16,822",11.4,9254.010588,126418,44785
Florida,Marion,247.0727437,55.41406662,3.737747505,0.6388065039999999,77.52971872,"132,351","114,297","18,054",13.6,6094.211254,131753,37044
Florida,Martin,173.7886764,45.41007759,2.707839099,0.432276329,80.91862987,"66,636","59,472","7,164",10.8,5354.091773,60090,48311
Florida,Miami-Dade,232.9580455,35.73341433,11.64660899,0.438614204,80.09083552,"1,225,397","1,089,226","136,171",11.1,10939.88027,809689,40219
Florida,Monroe,209.4335282,40.48007406,8.996339068,0.979962434,78.302377,"42,182","38,904","3,278",7.8,11268.29936,29822,50619
Florida,Nassau,240.5998124,68.28971426,2.309052915,1.295916384,77.65335625,"35,799","31,995","3,804",10.6,4628.038301,28616,60729
Florida,Okaloosa,240.5202916,71.05689984,1.609702037,1.170567752,78.29609884,"89,046","81,547","7,499",8.4,6535.70915,70407,51529
Florida,Orange,236.3287866,49.59465177,6.717467543,1.11356925,79.12457428,"635,299","566,478","68,821",10.8,10006.4924,402441,45140
Florida,Osceola,259.1848965,53.77886121,3.950438097,0.98983911,78.8190886,"137,372","120,253","17,119",12.5,8646.184193000001,88089,42413
Florida,Palm Beach,202.445739,32.52316075,7.283737591,0.325707222,80.82954389,"645,737","574,890","70,847",11.0,8065.772111,516845,49879
Florida,Pasco,268.2880302,62.32864648,2.7007714160000003,0.633356502,77.56122666,"207,364","182,593","24,771",11.9,7184.0360489999985,183457,42220
Florida,Pinellas,260.2574062,48.95675127,5.120788414,0.662730939,78.47437478,"465,178","414,856","50,322",10.8,9521.222159,402202,42616
Florida,Polk,263.0212161,58.40098378,5.025063513,0.637956216,77.81695909,"278,479","244,668","33,811",12.1,7762.985939,221073,41174
Georgia,Barrow,294.11095730000005,89.46588534,1.48920084,1.353362731,76.29148879,"34,670","30,939","3,731",10.8,6974.49796,22832,54230
Georgia,Bartow,290.9555213999999,80.0242157,2.285649605,2.25818276,75.96542894,"47,837","42,007","5,830",12.2,8218.159156,33859,42844
Georgia,Bibb,394.5930002,69.16464357,8.546092302,2.491387401,73.53955543,"70,225","62,053","8,172",11.6,14218.2078,55770,35651
Georgia,Bulloch,273.580434,67.04940653,4.628797807,2.342088218,76.9927181,"33,132","29,802","3,330",10.1,7859.919962000001,25215,29170
Georgia,Carroll,338.6677263,75.81829878,2.281215919,2.031381628,75.36194426,"51,817","45,762","6,055",11.7,7998.045726,39082,46032
Georgia,Chatham,290.7229272,57.31324038,8.915401124,1.665496386,76.64881322,"127,323","114,777","12,546",9.9,9336.245134,102753,42763
Georgia,Cherokee,253.4207293,59.65959273,1.407773652,1.50786862,79.14328787,"112,578","102,687","9,891",8.8,3246.829195,76513,61834
Georgia,Clarke,257.2334342,53.5809909,3.640499279,1.3375796999999998,78.32153748,"56,637","51,361","5,276",9.3,9803.451171,39833,34230
Georgia,Clayton,307.3236001,62.27104271,6.301058264,1.67246196,76.6389704,"125,156","108,243","16,913",13.5,11169.35981,84383,35672
Georgia,Cobb,231.6962403,50.34699067,2.601719613,1.193634101,79.69497603,"380,297","344,871","35,426",9.3,5714.759083,256175,59896
Georgia,Columbia,227.0784883,53.91515531,1.767067317,1.909169373,79.30810569,"61,522","57,027","4,495",7.3,4415.048407,44075,62359
Georgia,Coweta,259.9210904,67.33831735,2.647326193,1.733031659,77.83007482,"64,319","58,095","6,224",9.7,4736.209619,45186,55343
Georgia,Dougherty,288.8757939,65.06311794,11.65903736,1.6848827000000002,75.45495616,"41,490","36,281","5,209",12.6,13917.4113,35943,28444
Georgia,Douglas,319.40076,63.24276996,3.138944074,1.4336403640000002,76.75303944,"66,575","59,108","7,467",11.2,7400.889708,46754,53092
Georgia,Fayette,208.8148301,46.83026385,1.515479554,0.95300893,80.82050809999998,"52,927","48,564","4,363",8.2,3051.60134,38127,79659
Georgia,Floyd,323.8063089,66.40478028,2.837473913,2.4407584680000003,75.81258409,"45,087","39,750","5,337",11.8,8018.3145239999985,35634,36934
Georgia,Forsyth,220.1326302,51.182635,0.7632493359999999,1.115955745,81.13220454,"88,343","81,251","7,092",8.0,2731.452729,55463,79825
Georgia,Fulton,269.7449772,43.50982313,13.94966066,1.525646931,76.99103034,"485,002","434,315","50,687",10.5,12905.8714,354893,52831
Georgia,Glynn,251.7907263,73.59312643,5.25375158,1.696084537,76.53597459,"38,340","34,508","3,832",10.0,12744.58092,31721,41854
Georgia,Gwinnett,217.6208892,52.53851468,2.265531101,1.386520019,80.26227885,"418,368","379,794","38,574",9.2,5850.213766,267068,57548
Georgia,Hall,254.55390330000003,60.90781478,1.699615548,1.435303955,78.58700944,"86,546","78,205","8,341",9.6,5400.592151,60969,47002
Georgia,Henry,278.8278986,70.65998602,3.080568618,1.591797595,77.31766367,"101,141","90,686","10,455",10.3,5816.439619,68821,57341
Georgia,Houston,269.6587904,59.56497835,2.830662987,1.873811995,77.54056824,"67,099","61,422","5,677",8.5,7862.044317,50823,58401
Georgia,Lowndes,331.64858839999994,75.23339379,7.502688691,2.421155548,75.80457401,"51,019","46,120","4,899",9.6,7890.889109999999,39743,36132
Georgia,Muscogee,326.4298758,70.19326445,8.379396048,2.617711814,74.74526886,"81,718","73,484","8,234",10.1,15356.13661,72407,35384
Georgia,Newton,317.4883874,69.95800726,4.419720398,1.855492457,75.97399656,"47,977","41,899","6,078",12.7,6036.535345,35039,49397
Georgia,Paulding,243.6922531,63.54006826,1.671195629,1.467535642,78.10672741,"73,735","66,352","7,383",10.0,4610.652853000001,47343,60169
Georgia,Richmond,320.8179976,68.30586344,11.34519012,2.916053508,73.78651586,"87,887","78,209","9,678",11.0,15794.6437,72293,39152
Georgia,Rockdale,257.10635690000004,58.41637074,4.466484618,1.542061999,77.96654227,"41,960","37,210","4,750",11.3,8554.831896,28997,57266
Georgia,Troup,331.77308660000006,65.3510443,4.66356175,2.051156016,74.92505228,"32,546","28,788","3,758",11.5,8859.853231000001,24697,41477
Georgia,Walker,363.8685046,81.28594542,1.856799886,2.006487529,75.25269391,"30,980","27,788","3,192",10.3,6027.110361,26286,36927
Georgia,Walton,315.4527603,70.78132144,2.27128764,1.479292908,76.37983659,"41,037","36,667","4,370",10.6,5139.193964,29114,50173
Georgia,Whitfield,275.2318497,69.52087775,2.014715117,1.936636175,76.81093318,"47,639","41,978","5,661",11.9,6533.325349000002,34700,39423
Hawaii,Hawaii,226.0511042,32.28478608,1.640929427,0.634764556,80.18469912,"87,774","79,112","8,662",9.9,6245.441136,62584,47100
Hawaii,Kauai,217.8385587,29.96526011,1.435817335,1.279579751,80.80166878,"34,321","31,317","3,004",8.8,8129.257277,22147,55246
Hawaii,Maui,196.5383019,32.33354480000001,1.332373332,0.902172142,81.06060079999997,"78,966","72,223","6,743",8.5,8516.863221,51893,60617
Idaho,Ada,202.5222413,54.26265594,0.706391876,1.327854622,80.71312804,"196,922","180,562","16,360",8.3,4648.732685,149351,50612
Idaho,Bannock,287.2179461,65.11994250000001,0.720286612,1.3707030880000002,78.09394902,"41,091","37,809","3,282",8.0,6323.1086810000015,29530,38396
Idaho,Bonneville,250.0043041,61.11148449,0.626218898,1.200396424,79.01331058,"49,093","45,677","3,416",7.0,5117.332156,35003,49482
Idaho,Canyon,231.6619352,62.11315250000001,1.01624298,1.175441995,78.93957154,"84,728","75,188","9,540",11.3,4917.347279,61699,42732
Idaho,Kootenai,221.7689422,60.49159162,0.6123552839999999,1.475615286,79.45416444,"68,851","61,337","7,514",10.9,5733.822404,55456,42316
Idaho,Twin Falls,228.10279330000003,69.8477054,0.604982211,1.641800944,78.12323503,"36,930","33,783","3,147",8.5,5064.094264,29602,42106
Illinois,Adams,252.9347325,66.31209434,1.03796125,1.7235418530000002,78.67047052,"34,907","32,210","2,697",7.7,5394.794683,26538,40626
Illinois,Champaign,212.5444862,51.05627448,1.585042183,1.814170592,80.29090274,"108,984","100,042","8,942",8.2,6402.316819,78501,45254
Illinois,Cook,273.53113039999994,40.33264479,4.537398887,1.11940227,78.43981643,"2,643,833","2,356,472","287,361",10.9,8360.947468,1922125,51466
Illinois,Kane,219.0283679,43.40448949,1.168363794,1.063592711,80.57912337,"267,214","237,746","29,468",11.0,3803.64431,169897,65712
Illinois,Kankakee,289.9352135,58.48861533,1.518668834,1.3642657180000002,77.14909625,"57,454","50,385","7,069",12.3,6376.359273,42046,44784
Illinois,Kendall,213.1607316,48.53923729,0.788912869,1.068987704,80.94222328,"62,410","56,085","6,325",10.1,3477.5484590000005,38711,77987
Illinois,Lake,213.1151957,43.53434827,0.974252507,1.196511621,80.82718198,"369,868","333,465","36,403",9.8,3891.732006,238063,74705
Illinois,Macon,268.3804764,58.43703758,1.884111412,1.22409121,77.94930987,"55,196","49,034","6,162",11.2,7698.9744329999985,45624,40919
Illinois,Madison,293.3526625,64.16774227,1.42369901,0.963847974,77.49882979,"138,772","125,142","13,630",9.8,5242.648371,106643,51901
Illinois,McHenry,240.3005554,56.02488323,0.584587138,0.943930249,79.88995465,"168,798","151,014","17,784",10.5,3126.035083,109064,68867
Illinois,McLean,236.753753,57.11716924,1.116712415,1.036422789,79.88209326,"96,144","89,357","6,787",7.1,5478.939685,61576,59588
Illinois,Peoria,263.01573840000003,58.50727066,1.822876642,1.26425367,78.06628031,"96,024","85,939","10,085",10.5,8219.567386,75501,50425
Illinois,Rock Island,271.59021960000007,58.69580878,1.242605146,0.870558088,78.83636065,"76,298","69,020","7,278",9.5,6688.726390999998,60478,45005
Illinois,Sangamon,260.6460526,60.81606329,1.59380369,1.796258453,78.28749456,"108,728","100,315","8,413",7.7,11328.46021,83508,50166
Illinois,Tazewell,253.848783,56.44324608,0.958242179,1.666049792,78.66757898,"71,672","64,566","7,106",9.9,4570.778743,54041,49962
Illinois,Vermilion,319.9882388000001,82.62297958,1.645477031,2.778497824,76.49410607,"37,960","33,619","4,341",11.4,8862.430568000002,31332,38167
Illinois,Will,254.5360742,46.04429297,1.0975645509999998,1.244855943,79.75822009999997,"355,644","316,210","39,434",11.1,3926.112318,223108,71016
Illinois,Williamson,271.2424786,70.35448023,1.115338266,2.240103854,76.90433733,"32,532","29,374","3,158",9.7,5260.9370530000015,25953,43709
Illinois,Winnebago,266.1623493,56.50733198,1.784407728,1.034761409,78.12984777,"150,085","129,021","21,064",14.0,9923.653497,111079,43792
Indiana,Allen,240.4607241,63.30228644,1.570849343,1.686018785,78.70217804,"175,944","157,115","18,829",10.7,6218.743756,136208,47054
Indiana,Bartholomew,274.1396482,73.34532303,1.017632033,1.7308896,77.71524308,"38,388","34,728","3,660",9.5,7576.748933,31046,47192
Indiana,Clark,316.4479414,75.01848946,1.793028649,1.784987519,76.40508603,"55,317","50,043","5,274",9.5,8897.832936,43571,44099
